Account,Account Short Description,Account Type,GL Account Code,Trans Type,Is Active,Account Active or Inactive
30300,LP Contributions - Other Fund Expenses,Capital,30300,Capital Call - Refund of Fund - Other Fund Expenses (aff cmt)(non inv rel),Yes,Active
30300,LP Contributions - Other Fund Expenses,Capital,30300,Capital Call - Refund of Fund - Other Fund Expenses (n/a cmt)(non inv rel),Yes,Active
30400,LP Contributions - Interest Expense (Bridge),Capital,30400,Capital Call - Interest Expense (Bridge),Yes,Active
30400,LP Contributions - Interest Expense (Bridge),Capital,30400,Capital Call - Refund of Fund - Interest Expense (Bridge),Yes,Active
30500,LP Contributions - Interest for Late Closing,Capital,30500,Capital Call - Interest for Late Closing,Yes,Active
30500,LP Contributions - Interest for Late Closing,Capital,30500,Capital Call - Refund of Fund - Interest for Late Closing,Yes,Active
30500,LP Contributions - Interest for Late Closing,Capital,30500,Distribution - Return of Capital (In-Kind),Yes,Active
30600,LP Contributions - Placement Agent Fees,Capital,30600,Capital Call - Placement Agent Fees,Yes,Active
30900,LP Contributions - Working Capital,Capital,30900,Capital Call - Refund of Fund - Working Capital,Yes,Active
30900,LP Contributions - Working Capital,Capital,30900,Capital Call - Working Capital,Yes,Active
31000,LP Transfer,Capital,31000,LP Transfer (In),Yes,Active
31000,LP Transfer,Capital,31000,LP Transfer (Out),Yes,Active
35000,LP Distributions - Return of Capital,Capital,35000,Distribution - Recycled Expenses,Yes,Active
35000,LP Distributions - Return of Capital,Capital,35000,Distribution - Return of Capital,Yes,Active
35000,LP Distributions - Return of Capital,Capital,35000,Distribution - Return of Capital - Recallable,Yes,Active
35000,LP Distributions - Return of Capital,Capital,35000,Distributions - Net of Management Fees,Yes,Active
35000,LP Distributions - Return of Capital,Capital,35000,Distributions - Net of Management Fees Offset,Yes,Active
35000,LP Distributions - Return of Capital,Capital,35000,Distributions - Net of Recoverable Sales Tax,Yes,Active
35000,LP Distributions - Return of Capital,Capital,35000,Distributions - Return of Capital - Cash,Yes,Active
35000,LP Distributions - Return of Capital,Capital,35000,Distributions - Return of Capital - Management Fees,Yes,Active
35000,LP Distributions - Return of Capital,Capital,35000,Distributions - Return of Capital - Options,Yes,Active
35000,LP Distributions - Return of Capital,Capital,35000,Distributions - Return of Capital - Partnership Expenses,Yes,Active
35000,LP Distributions - Return of Capital,Capital,35000,Distributions - Return of Capital - Stock,Yes,Active
35100,LP Distributions - Realized Gains/Losses,Capital,35100,Distribution - Realized Gain/Loss,Yes,Active
35100,LP Distributions - Realized Gains/Losses,Capital,35100,Distribution - Realized Gain/Loss - Recallable,Yes,Active
35100,LP Distributions - Realized Gains/Losses,Capital,35100,Distribution - Realized Gain/Loss Recallable for Management Fees,Yes,Active
35100,LP Distributions - Realized Gains/Losses,Capital,35100,Distribution - Realized Gain/Loss Recallable for Partnership Expenses,Yes,Active
35110,LP Distributions - Realized Gain,Capital,35110,Distributions - Realized Gain - Cash,Yes,Active
35110,LP Distributions - Realized Gain,Capital,35110,Distributions - Realized Gain - Stock,Yes,Active
35120,LP Distributions - Realized Loss,Capital,35120,Distributions - Realized Loss - Cash,Yes,Active
35120,LP Distributions - Realized Loss,Capital,35120,Distributions - Realized Loss - Stock,Yes,Active
35130,LP Distributions - Return of Excess Capital Called,Capital,35130,Distributions - Return of Excess Capital Called,Yes,Active
35200,LP Distributions - Dividends,Capital,35200,Distribution - Dividends - Gross,Yes,Active
35200,LP Distributions - Dividends,Capital,35200,Distribution - Dividends - Witholding Tax,Yes,Active
35300,LP Distributions - Interest,Capital,35300,Distribution - Interest - Gross,Yes,Active
35300,LP Distributions - Interest,Capital,35300,Distribution - Interest - Witholding Tax,Yes,Active
35300,LP Distributions - Interest,Capital,35300,Distributions - Interest for Late Closing,Yes,Active
35400,LP Distributions - Other Income,Capital,35400,Distribution - Other Income,Yes,Active
35400,LP Distributions - Other Income,Capital,35400,Distribution - Other Income - Recallable,Yes,Active
35400,LP Distributions - Other Income,Capital,35400,Distribution - Other Income Recallable for Management Fees,Yes,Active
35400,LP Distributions - Other Income,Capital,35400,Distribution - Other Income Recallable for Partnership Expenses,Yes,Active
35400,LP Distributions - Other Income,Capital,35400,Distributions - Investment Income GAAP only,Yes,Active
35500,GP Distributions - Carried interest,Capital,35500,Distribution - GP Carried Interest,Yes,Active
35600,LP Distributions - Preferred Return,Capital,35600,Distribution - Preferred Return,Yes,Active
35700,GP Distributions – Preferred Return,Capital,35700,Distribution - GP Preferred Return,Yes,Active
35800,LP Distributions - Clawback,Capital,35800,Distributions - Clawback,Yes,Active
35900,LP Distributions - Temp Return of Capital,Capital,35900,Distributions - Temporary Return of Capital - Investment,Yes,Active
35900,LP Distributions - Temp Return of Capital,Capital,35900,Distributions - Temporary Return of Capital - Management Fees,Yes,Active
35900,LP Distributions - Temp Return of Capital,Capital,35900,Distributions - Temporary Return of Capital - Partnership Expenses,Yes,Active
36000,LP Distributions - Payable,Capital,36000,Distribution - AL Withholding Tax,Yes,Active
36000,LP Distributions - Payable,Capital,36000,Distribution - CA Withholding Tax,Yes,Active
36000,LP Distributions - Payable,Capital,36000,Distribution - CDN Corp Tax,Yes,Active
36000,LP Distributions - Payable,Capital,36000,Distribution - ECI Withholding Tax,Yes,Active
36000,LP Distributions - Payable,Capital,36000,Distribution - FED Withholding Tax,Yes,Active
36000,LP Distributions - Payable,Capital,36000,Distribution - FL Withholding Tax,Yes,Active
36000,LP Distributions - Payable,Capital,36000,Distribution - GA Withholding Tax,Yes,Active
36000,LP Distributions - Payable,Capital,36000,Distribution - Holdback,Yes,Active
36000,LP Distributions - Payable,Capital,36000,Distribution - IRE Withholding Tax,Yes,Active
36000,LP Distributions - Payable,Capital,36000,Distribution - JPY Withholding Tax,Yes,Active
36000,LP Distributions - Payable,Capital,36000,Distribution - KS Withholding Tax,Yes,Active
36000,LP Distributions - Payable,Capital,36000,Distribution - MI Withholding Tax,Yes,Active
36000,LP Distributions - Payable,Capital,36000,Distribution - NYC Withholding Tax,Yes,Active
36000,LP Distributions - Payable,Capital,36000,Distribution - NYS Withholding Tax,Yes,Active
36000,LP Distributions - Payable,Capital,36000,Distribution - Payable,Yes,Active
36000,LP Distributions - Payable,Capital,36000,Distribution - Payable - Paid,Yes,Active
36000,LP Distributions - Payable,Capital,36000,Distribution - SC Withholding Tax,Yes,Active
36000,LP Distributions - Payable,Capital,36000,Distribution - US Corp Tax,Yes,Active
36000,LP Distributions - Payable,Capital,36000,Distribution - US State Tax,Yes,Active
36000,LP Distributions - Payable,Capital,36000,Distribution - UT Withholding Tax,Yes,Active
36000,LP Distributions - Payable,Capital,36000,Distribution - Withholding Tax,Yes,Active
37000,Syndication Costs,Capital,37000,Placement Agent Fees,Yes,Active
37000,Syndication Costs,Capital,37000,Syndication Costs,Yes,Active
39000,Retained Earnings,Capital,39000,Fiscal Year Close,Yes,Active
39000,Retained Earnings,Capital,39000,Fiscal Year Close F/X,Yes,Active
39000,Retained Earnings,Capital,39000,Fund Capital - Retained Earnings,Yes,Active
39000,Retained Earnings,Capital,39000,Retained Earnings - Expenses,Yes,Active
39000,Retained Earnings,Capital,39000,Retained Earnings - Income,Yes,Active
39100,Unrealised Gain/Loss Reserve,Capital,39100,Unrealised Gain/Loss Reserve,Yes,Active
39100.1,Unrealised Gain/Loss Reserve - FX,Capital,39100.1,Unrealised Gain/Loss Reserve - FX,Yes,Active
39200,Realised Gain/Loss Reserve,Capital,39200,Realised Gain/Loss on Disposal,Yes,Active
39200.1,Realised Gain/Loss Reserve - FX,Capital,39200.1,Realised Gain/Loss on Disposal - FX,Yes,Active
39300,Reserves - Warrant Instrument Reserve,Capital,39300,Warrant Instrument Reserve,Yes,Active
39300.1,Reserves - Hedging,Capital,39300.1,Swap Fair Value Reserve,Yes,Active
39500,GP - Carry Partners Account (Unrealized),Capital,39500,GP Profit Reallocation - Carried Interest (B/S) (Unrealized) (Non Inv Rel),Yes,Active
39500,GP - Carry Partners Account (Unrealized),Capital,39500,INT BE: Principal Drawdown - Interest Security,Yes,Active
39500,GP - Carry Partners Account (Unrealized),Capital,39500,INT BE: Principal Paydown - Interest Security,Yes,Active
39500,GP - Carry Partners Account (Unrealized),Capital,39500,INT BE: Purchase - Interest Security,Yes,Active
39500,GP - Carry Partners Account (Unrealized),Capital,39500,INT BE: Purchase PIK,Yes,Active
39500,GP - Carry Partners Account (Unrealized),Capital,39500,INT BE: Return of Capital (ROC) - Interest Security,Yes,Active
39500,GP - Carry Partners Account (Unrealized),Capital,39500,Partners Transfer,Yes,Active
39500.1,Provision for Carried Interest,Capital,39500.1,Provision for Carried Interest,Yes,Active
39600,GP - Carry Partners Account (Realized),Capital,39600,GP Profit Reallocation - Carried Interest (B/S) (Realized) (Non Inv Rel),Yes,Active
39600,GP - Carry Partners Account (Realized),Capital,39600,GP Profit Reallocation - Carried Interest (B/S)(Realized)(Cash Movement)(Non Inv Rel),Yes,Active
39980,Currency Correcting,Capital,39980,Currency Correcting Credit,Yes,Active
39980,Currency Correcting,Capital,39980,Currency Correcting Debit,Yes,Active
39990,Suspense Account,Capital,39990,Beginning Balance,Yes,Active
39990,Suspense Account,Capital,39990,Suspense,Yes,Active
39990,Suspense Account,Capital,39990,Suspense (credit),Yes,Active
39990,Suspense Account,Capital,39990,Suspense (debit),Yes,Active
40000,Expense - Management Fee (Non Inv Rel),Expenses,40000,Expense - Management Fees (Non Inv Rel),Yes,Active
40000.1,Expense - Management Fees,Expenses,40000.1,Expense - Management Fee,Yes,Active
40000.2,Expense - Advisory Fees,Expenses,40000.2,Expense - Advisory Fee,Yes,Active
40000.3,Expense - Performance Fees,Expenses,40000.3,Expense - Performance Fee,Yes,Active
40000.4,Expense - Management Fee Rebate,Expenses,40000.4,Expense - Management Fee Rebate,Yes,Active
40000.6,Expense - Acquisition Fee,Expenses,40000.6,Expense - Acquisition Fee,Yes,Active
40000.7,Expense - Divestment Fee,Expenses,40000.7,Expense - Divestment Fee,Yes,Active
40000.9,Expense - AIFM,Expenses,40000.9,Expense - AIFM,Yes,Active
40001,Expense - Rent,Expenses,40001,Expense - Rent,Yes,Active
40002,Expense - Lease,Expenses,40002,Expense - Lease,Yes,Active
40003,Expense - Management Fee Waivers,Expenses,40003,Expense - Management Fee Waivers,Yes,Active
40004,Expense - Management Fee Offsets,Expenses,40004,Expense - Management Fee Offsets,Yes,Active
40005,"Expense (Related Persons) - Administration, Accounting, Valuation, Audit & Tax Prep/Advisory",Expenses,40005,"Expense (Related Persons) - Administration, Accounting, Valuation, Audit & Tax Prep/Advisory",Yes,Active
40006,Expense (Related Persons) - IT Activities,Expenses,40006,Expense (Related Persons) - IT Activities,Yes,Active
40007,Expense (Related Persons) - Legal and Regulatory,Expenses,40007,Expense (Related Persons) - Legal and Regulatory,Yes,Active
40008,Expense (Related Persons) - Organization Costs,Expenses,40008,Expense (Related Persons) - Organization Costs,Yes,Active
40009,Expense (Related Persons) - Other,Expenses,40009,Expense (Related Persons) - Other,Yes,Active
40010,Expense (Related Persons) - Offsets to Expenses Paid to the Investment Adviser & Related Persons,Expenses,40010,Expense (Related Persons) - Offsets to Expenses Paid to the Investment Adviser & Related Persons,Yes,Active
40011,Expense - Investigation & Examination,Expenses,40011,Expense - Investigation & Examination,Yes,Active
40012,Expense - Partnership Expense Offset,Expenses,40012,Expense - Partnership Expense Offset,Yes,Active
40013,Expenses - Non-recoverable Portfolio Costs / Unreimbursed Portfolio Company Expenses,Expenses,40013,Expenses - Non-recoverable Portfolio Costs / Unreimbursed Portfolio Company Expenses,Yes,Active
40100,Expense - Audit Fees,Expenses,40100,Expense - Audit Fee,Yes,Active
40200,Expense - Other Fees,Expenses,40200,Expense - Other Fees,Yes,Active
40300,Expense - Administration costs,Expenses,40300,Expense - Administration fees,Yes,Active
40400,Expense - Admin Corveldt,Expenses,40400,Expense - Admin Corveldt,Yes,Active
41000,Expense - Abort Costs (Inv rel),Expenses,41000,Expense - Broken Deal,Yes,Active
41050,Expense - Other,Expenses,41050,Expense - Other,Yes,Active
41050,Expense - Other,Expenses,41050,Expense - Penalty and Filing Fees,Yes,Active
41050.1,Expense - General,Expenses,41050.1,Expense - General,Yes,Active
41050.2,Expense - Borne on behalf of,Expenses,41050.2,Expense - Borne on behalf of,Yes,Active
41060,Expense - Comms & IT Expenses,Expenses,41060,Expense - Comms & IT Expenses,Yes,Active
41061,Expense – Depreciation,Expenses,41061,Expense – Depreciation,Yes,Active
41070,Expense - Agency Fees,Expenses,41070,Expense - Agency Fees,Yes,Active
41071,Expense - Business Meeting Expenses,Expenses,41071,Expense - Business Meeting Expenses,Yes,Active
41072,Expense - Trusteeship Expense - Annual Fees,Expenses,41072,Expense - Trusteeship Expense - Annual Fees,Yes,Active
41080,Expense - Travel Expenses,Expenses,41080,Expense - Travel Expenses,Yes,Active
41087,Expense - Foreign Conveyance Expenses,Expenses,41087,Expense - Foreign Conveyance Expenses,Yes,Active
41090,Expense - Car Park Expenses,Expenses,41090,Expense - Car Park Expenses,Yes,Active
41093,Expense - Donation,Expenses,41093,Expense - Donation,Yes,Active
41094,Expense - Training,Expenses,41094,Expense - Learning and Training,Yes,Active
41100,Expense - Entertainment,Expenses,41100,Expense - Entertainment & Transport,Yes,Active
41100,Expense - Entertainment,Expenses,41100,Expense - Meal and Entertainment,Yes,Active
41110,Expense - Legal Fees,Expenses,41110,Expense - Legal Fees,Yes,Active
41120,Expense - Professional Fees,Expenses,41120,Expense - Professional Fees,Yes,Active
41130,Expense - GST,Expenses,41130,Expense - GST,Yes,Active
41150,Expense - Disbursements,Expenses,41150,Expense - Disbursements,Yes,Active
41160,Expense - Brokerage,Expenses,41160,Expense - Brokerage,Yes,Active
41170,Expense - Sourcing Fees,Expenses,41170,Expense - Sourcing Fees,Yes,Active
41171,Expense- Contract for service fees,Expenses,41171,Expense- Contract for service fees,Yes,Active
41180,Expense - Marketing,Expenses,41180,Expense - Marketing,Yes,Active
41191,Expense - Tax Advisory,Expenses,41191,Expense - Tax Advisory,Yes,Active
41191,Expense - Tax Advisory,Expenses,41191,Expense - Tax Compliance,Yes,Active
42000,Expense - Transaction Cost,Expenses,42000,Expense - Due Dilligence (Inv Rel),Yes,Active
42000,Expense - Transaction Cost,Expenses,42000,Expense - Transaction Cost,Yes,Active
42000.1,Expense - Investment,Expenses,42000.1,Expense - Investment,Yes,Active
42000.2,Expense - Property,Expenses,42000.2,Expense - Property Expenses,Yes,Active
42000.3,Expense - Property Management Fees,Expenses,42000.3,Expense - Property Management Fees,Yes,Active
42000.5,Expense - Legal and Professional fees,Expenses,42000.5,Expense - Legal and Professional,Yes,Active
42050,Expense - Insurance,Expenses,42050,Expense - Insurance,Yes,Active
42050,Expense - Insurance,Expenses,42050,Expense - Insurance (Non Inv Rel),Yes,Active
43000.1,Bank Charges,Expenses,43000.1,Expense - Bank Charges,Yes,Active
44000,Expense - Funding Interest (Non Inv Rel),Expenses,44000,Expense - Funding Interest (Non Inv Rel),Yes,Active
44000.1,Expense - Loan Interest,Expenses,44000.1,Expense - Loan Interest,Yes,Active
44000.11,Expense - Interest on late Commitment,Expenses,44000.11,Expense - Interest on late Commitment,Yes,Active
44000.12,Expense - Margin Interest Expense,Expenses,44000.12,Expense - Margin Interest Expense,Yes,Active
44000.2,Expense - Loan Commitment Fee,Expenses,44000.2,Expense - Loan Commitment Fees,Yes,Active
44000.3,Expense - Loan Facility fee,Expenses,44000.3,Expense - Loan Facility Fees,Yes,Active
44000.4,Expense - Interest,Expenses,44000.4,Expense - Interest,Yes,Active
44000.5,Expense - NUF,Expenses,44000.5,Expense - Non Utilisation Fee,Yes,Active
44000.6,Expense - Swap Interest,Expenses,44000.6,Expense - Swap Interest,Yes,Active
44000.7,Expense - Break Costs,Expenses,44000.7,Expense - Loan / Swap Break Costs,Yes,Active
44000.9,Expense - Premium derivatives,Expenses,44000.9,Expense - Premium derivatives,Yes,Active
45000.1,Expense - Regulatory,Expenses,45000.1,Expense - Regulatory,Yes,Active
45000.1,Expense - Listing Fees,Expenses,45000.1,Expense - Listing Fees,Yes,Active
45000.2,Expense - Organisational,Expenses,45000.2,Expense - Organisational,Yes,Active
45000.4,Expense - Custody Fees,Expenses,45000.4,Expense - Custody Fees,Yes,Active
45000.5,Expense - Directors Fees,Expenses,45000.5,Expense - Directors Fees,Yes,Active
45000.6,Expense - Service Charge,Expenses,45000.6,Expense - Service Charge,Yes,Active
45000.8,Expense - Consultancy Fees,Expenses,45000.8,Expense - Consultancy Fees,Yes,Active
45000.9,Expense - Valuation Fees,Expenses,45000.9,Expense - Valuation Fees,Yes,Active
45100,Expense - Employee Remuneration & Benefits,Expenses,45100,Expense - Employee Remuneration & Benefits,Yes,Active
46000,Expense - Fund,Expenses,46000,Expense - Fund,Yes,Active
46000.1,Expense - Partnership,Expenses,46000.1,Expense - Partnership,Yes,Active
47000,Expense - Bank Interest,Expenses,47000,Expense - Bank Interest,Yes,Active
48000,Expense - Dividend Paid,Expenses,48000,Expense - Dividend Paid,Yes,Active
49000,Expense - Provisions,Expenses,49000,Provision - Account Receivable (P/L) (Inv Rel),Yes,Active
49000,Expense - Provisions,Expenses,49000,Provision - Account Receivable (P/L) (Non Inv Rel),Yes,Active
49000,Expense - Provisions,Expenses,49000,Provision - Escrow (P/L),Yes,Active
49050,GP - Carry Profit Reallocation (Unrealized),Expenses,49050,GP Profit Reallocation - Carried Interest (P/L) (Unrealized) (Non Inv Rel),Yes,Active
49055,GP - Carry Profit Reallocation (Realized),Expenses,49055,GP Profit Reallocation - Carried Interest (P/L) (Realized)  (Non Inv Rel),Yes,Active
49055.1,Expense - Incentive Fee,Expenses,49055.1,Expense - Incentive Fee,Yes,Active
49998,Expense – Withholding Tax,Expenses,49998,Expense – Withholding Tax,Yes,Active
49999,Expense - Tax,Expenses,49999,Expense - Deferred Income Tax Provision (Recovery),Yes,Active
49999,Expense - Tax,Expenses,49999,Expense - Federal Tax,Yes,Active
49999,Expense - Tax,Expenses,49999,Expense - Foreign Tax,Yes,Active
49999,Expense - Tax,Expenses,49999,Expense - Non Recoverable HST,Yes,Active
49999,Expense - Tax,Expenses,49999,Expense - State/Provincial,Yes,Active
49999,Expense - Tax,Expenses,49999,Expense - Tax Expense,Yes,Active
49999.1,Expense - VAT,Expenses,49999.1,Expense - VAT,Yes,Active
52000,E - Unrealised FMV Gains / Losses,Revenues,52000,Gain/Loss - Market - Equity - Unrealized Gain/Loss (P/L),Yes,Active
52000.1,Unrealized Gain/Loss,Revenues,52000.1,Unrealized Gain/Loss,Yes,Active
52000.1,Unrealized Gain/Loss,Revenues,52000.1,Unrealized Gain/Loss - Carried Interest,Yes,Active
52010.1,Dividend Income,Revenues,52010.1,Income - Dividend,Yes,Active
53000,E - Unrealized FX Gains / Losses,Revenues,53000,Gain/Loss - FX - Equity - Unrealized Gain/Loss (P/L),Yes,Active
53000.1,Unrealized FX Gain/Loss,Revenues,53000.1,Suspense - for PT,Yes,Active
53000.1,Unrealized FX Gain/Loss,Revenues,53000.1,Unrealized FX Gain/Loss,Yes,Active
53000.11,Unrealized Gain/loss - FX Swap,Revenues,53000.11,Unrealized Gain/loss - FX Swap,Yes,Active
53000.2,Unrealized Gain/Loss - FX Options,Revenues,53000.2,Unrealized Gain/Loss - FX Options,Yes,Active
53000.3,Unrealized Gain/Loss - FX Forward Contracts,Revenues,53000.3,Unrealized Gain/Loss - FX Forward Contracts,Yes,Active
53000.4,Unrealized Gain/Loss- Derivatives,Revenues,53000.4,Unrealized Gain/Loss - Derivatives,Yes,Active
53000.6,Unrealised FX Gain/Loss - Senior loan,Revenues,53000.6,Unrealised FX Gain/Loss - Senior loan,Yes,Active
53000.7,Unrealised FX Gain/Loss - Senior Notes,Revenues,53000.7,Unrealised FX Gain/Loss - Senior Notes,Yes,Active
54000,Unrealized Gain/Loss - Interest Rate Swap,Revenues,54000,Unrealized Gain/loss - Interest Rate Swap,Yes,Active
54010,Unrealized – Deferred Tax,Revenues,54010,Unrealized – Deferred Tax,Yes,Active
55000,Realized Gain/Loss - Divestment,Revenues,55000,Realized Gain/Loss - Broken Deal,Yes,Active
55000,Realized Gain/Loss - Divestment,Revenues,55000,Realized Gain/Loss - Divestment,Yes,Active
55020,Realized Gain - Deferred Tax - Divestment,Revenues,55020,Realized Gain - Deferred Tax - Divestment,Yes,Active
55030,Realized Gain - Income Tax - Divestment,Revenues,55030,Realized Gain - Income Tax - Divestment,Yes,Active
55050,Realized Gain/Loss on IRS,Revenues,55050,Realized Gain/Loss on IRS,Yes,Active
55100,Realized Gain/Loss on FX Options,Revenues,55100,Realized Gain/Loss on FX Options,Yes,Active
55200,Realized FX Gain/Loss,Revenues,55200,Realized FX Gain/Loss,Yes,Active
55200.1,Realized FX Gain/Loss - Senior Notes,Revenues,55200.1,Realized FX Gain/Loss - Senior Notes,Yes,Active
55200.2,Realized FX Gain/Loss - Derivatives,Revenues,55200.2,Realized FX Gain/Loss - Derivatives,Yes,Active
55300,Realized Gain/Loss – FX Forward Contracts,Revenues,55300,Realized Gain/Loss – FX Forward Contracts,Yes,Active
55400,Realized Gain/Loss - FX Swap,Revenues,55400,Realized Gain/Loss - FX Swap,Yes,Active
62000,L - Unrealized FMV Gains/Losses,Revenues,62000,Gain/Loss - Market - Loan - Unrealized Gain/loss (P/L),Yes,Active
63000,L - Unrealized FX Gains / Losses,Revenues,63000,Gain/Loss - FX - Loan - Unrealized Gain/Loss (P/L),Yes,Active
64010,L - Interest Income,Revenues,64010,Income - Interest (Inv Rel)(P/L),Yes,Active
64020,L - Amortization Income,Revenues,64020,Income - Loans - Discount Amortization (Investments) (P/L),Yes,Active
64020.1,Interest Income,Revenues,64020.1,Income - Interest,Yes,Active
64020.2,Interest Income -Junior Loan,Revenues,64020.2,Interest Income - Junior Loan,Yes,Active
64020.3,Interest Income - Senior Loan,Revenues,64020.3,Interest Income - Senior Loan,Yes,Active
64040,Income - Bond Interest,Revenues,64040,Income - Bond Interest,Yes,Active
64050,Income - Loan Interest,Revenues,64050,Income - Loan Interest,Yes,Active
65000,Income - Bank Interest Income (Non Inv Rel),Revenues,65000,Income - Bank Interest,Yes,Active
65500,FX Result other BS Items (Non Inv Rel),Revenues,65500,Gain/Loss - FX - Other BS Items - Realized Gain/Loss (P/L),Yes,Active
65500,FX Result other BS Items (Non Inv Rel),Revenues,65500,Gain/Loss - FX - Other BS Items - Unrealized Gain/Loss (P/L),Yes,Active
66000,Income - Investment fees,Revenues,66000,Income - Investment Fees,Yes,Active
66000.1,Income - Rental,Revenues,66000.1,Income - Rent,Yes,Active
66000.2,Income - Lease,Expenses,66000.2,Income - Lease,Yes,Active
66000.4,Income - Investment fees - Senior loan,Revenues,66000.4,Income - Investment fees - Senior loan,Yes,Active
66000.5,Income - Investment fees - Junior loan,Revenues,66000.5,Income - Investment fees - Junior loan,Yes,Active
66000.6,Income - Swap Interest,Revenues,66000.6,Income - Swap Interest,Yes,Active
67000.1,Income - Management Fee,Revenues,67000.1,Income - Management Fee,Yes,Active
67100,Income - Advisory Fees,Revenues,67100,Income - Advisory Fees,Yes,Active
67200,Income - Performance Fee,Revenues,67200,Income - Performance Fee,Yes,Active
67200,Income - Performance Fee,Revenues,67200,Realized Gain/Loss - Carried Interest,Yes,Active
67500.1,Income - Director Fees,Revenues,67500.1,Income - Directors Fees,Yes,Active
68000,Income - Other (Inv Rel),Revenues,68000,Income - Other (Inv Rel),Yes,Active
69000.1,Income - Other,Revenues,69000.1,Income - Other,Yes,Active
69100,Income - Expenses paid by,Revenues,69100,Income - Expenses paid by,Yes,Active
69999,Income - Tax,Revenues,69999,Income - Tax Deferred Income,Yes,Active
69999,Income - Tax,Revenues,69999,Income - Tax income,Yes,Active
